product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra
CALVO Ventresca de atún en aceite de oliva lata de 75 g.,https://www.compraonline.alcampo.es/products/calvo-ventresca-de-at%C3%BAn-en-aceite-de-oliva-lata-de-75-g/24761,Ventresca de atún claro en aceite de oliva,El Salvador,4.51,60.13,75.0,g,,,,Alcampo,,,Calvo Distribución Alimentaria SLU,344.0,1438.0,28.0,5.0,0.0,0.0,22.0,1.0,
Pan de pita libanés CEDAR'S BREAD 300 g.,https://www.compraonline.alcampo.es/products/pan-de-pita-liban%C3%A9s-cedar-s-bread-300-g/87762,Pan pita congelado,España,1.82,6.07,300.0,g,,,,Alcampo,,6.0,"Campo Aníbal Bakery, S.L.U",291.0,1232.0,1.6,0.3,58.0,3.2,9.5,0.35,
DULCE MARÍA  Vino blanco dulce con D.O. Vinos de Madrid botella de 75 cl.,https://www.compraonline.alcampo.es/products/dulce-mar%C3%ADa-vino-blanco-dulce-con-d-o-vinos-de-madrid-botella-de-75-cl/34023,Mosto de uva parcialmente fermentado,,3.29,,,,,,,Alcampo,,,"Vinos Jeromín, S.L.",78.0,328.0,0.05,0.05,10.0,8.0,0.04,0.0,
GALBANI Mozzarella GALBANI 125 g.,https://www.compraonline.alcampo.es/products/galbani-mozzarella-galbani-125-g/52508,Mozzarella de leche de búfala pasteurizada,Italia,3.75,30.0,125.0,g,,,,Alcampo,,,Lactalis Forlasa S.L.U.,262.0,1084.0,23.0,16.0,0.7,0.7,13.0,0.7,
"GARCÍA BAQUERO Queso mini semicurado de vaca, cabra y oveja GARCÍA BAQUERO, 930 g.",https://www.compraonline.alcampo.es/products/garc%C3%ADa-baquero-queso-mini-semicurado-de-vaca-cabra-y-oveja-garc%C3%ADa-baquero-930-g/95687,Queso De Mezcla Madurado Graso,España,13.2,14.19,930.0,g,,,,Alcampo,,46.0,"Lácteas García Baquero, S.A.",416.5,1727.0,34.5,23.4,1.5,1.5,25.0,1.8,
FLAVIUM Premium Vino tinto mencía con I.G.P. Vino de la Tierra de Castilla y León botella 75 cl.,https://www.compraonline.alcampo.es/products/flavium-premium-vino-tinto-menc%C3%ADa-con-i-g-p-vino-de-la-tierra-de-castilla-y-le%C3%B3n-botella-75-cl/40713,Vino Tinto,,3.79,,,,,,,Alcampo,,,"Vinos de Arganza, S.L.",83.63,349.9,0.0,0.0,0.4,0.15,0.2,0.01,
CALVO Sardinas en aceite de oliva 84 g.,https://www.compraonline.alcampo.es/products/calvo-sardinas-en-aceite-de-oliva-84-g/24749,Sardinas en aceite de oliva,Marruecos,1.79,22.1,81.0,g,,,,Alcampo,,,Calvo Distribución Alimentaria SLU,323.0,1348.0,28.0,4.0,0.0,0.0,18.0,1.0,
"ALVALLE Gourmet Gazpacho con almendras marcona, elaborado con ingredientes 100% naturales 900 ml.",https://www.compraonline.alcampo.es/products/alvalle-gourmet-gazpacho-con-almendras-marcona-elaborado-con-ingredientes-100-naturales-900-ml/638129,Gazpacho con almendras.,,4.17,4.63,900.0,ml,,,,Alcampo,,,PEPSICO FOODS AIE,82.0,340.0,6.4,0.8,3.6,2.5,1.9,0.62,
"McCAIN Patatas con corte rústico, prefritas y ultracongeladas, para hacer al horno Forno country 650 g.",https://www.compraonline.alcampo.es/products/mccain-patatas-con-corte-r%C3%BAstico-prefritas-y-ultracongeladas-para-hacer-al-horno-forno-country-650-g/95570,"Patatas de corte rústico con un crujiente rebozado, prefritas y ultracongeladas.",Unión Europea,3.5,5.38,650.0,g,,,,Alcampo,,,McCain Food Europe B.V.,162.0,679.0,5.5,0.6,24.0,0.5,3.0,0.3,
Copos de avena,https://es.openfoodfacts.org/producto/4008713756661/copos-de-avena-bruggen,Copos laminados de avena integral,,,,500.0,g,"Rolled flakes, Copos de avena",Gluten,Brüggen,Mercadona,"Vegetariano, Fuente de fibra alimentaria, Vegano, Punto Verde, Rico en fibra, Reduce el colesterol",,,375.0,1580.0,7.0,1.3,59.0,0.7,14.0,0.02,10.0
Digestive Avena,https://es.openfoodfacts.org/producto/8480000142139/digestive-avena-hacendado,Galleta con Avena y Trigo,,,,425.0,g,"Biscuits and crackers, Galletas",Gluten,Hacendado,Mercadona,"Fuente de fibra alimentaria, Punto Verde, Rico en fibra, Recicla amarillo",,,477.0,1996.0,21.0,2.3,61.0,18.0,7.5,1.1,6.8
Guacamole,https://es.openfoodfacts.org/producto/8480000038524/guacamole-hacendado,Guacamole,,,,200.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Condimentos, Untables, Untables vegetales, Salsas, Salsas para mojar, Guacamoles",,Hacendado,Mercadona,"Vegetariano, Sin gluten, Vegano, Punto Verde",,,149.0,613.0,13.7,3.8,2.0,1.4,1.9,1.5,5.0
Kéfir natural sabor suave,https://es.openfoodfacts.org/producto/8436547770137/kefir-natural-sabor-suave-hacendado,Kéfir natural de sabor suave,,,,500.0,g,"Fermented dairy desserts, en:Kefir yogurts",Leche,Hacendado,Mercadona,"Sin gluten, Punto Verde",,,74.0,308.0,4.2,2.9,5.1,2.3,3.9,0.0,0.0
Muesli Crunchy 0%,https://es.openfoodfacts.org/producto/8402001010873/muesli-crunchy-0-hacendado,,,,,500.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Semillas, Cereales y derivados, Cereales para el desayuno, Cereales en grano, Muesli, Cereales-muesly","Gluten, Leche",Hacendado,Mercadona,"Punto Verde, Sin azúcares añadidos",,,401.0,1678.0,12.0,1.4,52.0,3.2,8.8,0.08,23.0
Digestive Avena Choco,https://es.openfoodfacts.org/producto/8410376026962/digestive-avena-choco-gullon,"Galleta Integral con Avena, Trigo y Chips de Chocolate Negro",,,,425.0,g,"Biscuits and crackers, Galletas, Galletas de chocolate, Galletas de avena","Gluten, Soja, Avena",Gullón,Aldi,Punto Verde,,,476.0,1992.0,21.0,14.0,61.0,22.0,7.6,0.982,6.5
100% Cacahuetes,https://es.openfoodfacts.org/producto/8480000168832/100-cacahuetes-hacendado,Crema de Cacahuete Cremosa,,,,500.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Untables, Frutos de cáscara y derivados, Untables vegetales, Purés de oleaginosas, Mantecas de leguminosas, Mantecas de frutos de cáscara, Mantecas de cacahuete",Cacahuetes,Hacendado,Mercadona,"Sin gluten, No congelar, Punto Verde, Recicla amarillo, Recicla verde",,,608.0,2540.0,47.0,6.6,12.0,5.4,30.0,0.0,8.2
Trigo espelta 0% azúcares añadidos,https://es.openfoodfacts.org/producto/8480000142429/trigo-espelta-0-azucares-anadidos-hacendado,Galleta con trigo espelta con edulcorantes,,,,200.0,g,"Biscuits and crackers, Galletas","Gluten, Leche, Soja",Hacendado,Mercadona,"Sin azúcares añadidos, Recicla-amarillo, Recicla-azul",,,422.0,1766.0,16.0,1.3,64.0,2.0,9.0,0.885,8.0
Cacao puro desgrasado en polvo,https://es.openfoodfacts.org/producto/8410109121551/cacao-puro-desgrasado-en-polvo-la-chocolatera,Cacao desgrasado en polvo,,,,265.0,g,"Cacao y sus productos, en:Cacaos en polvo, en:Cacaos y chocolates en polvo",,La Chocolatera,Mercadona,"Sin gluten, Punto Verde",,,375.0,1556.0,16.0,10.2,16.3,0.7,25.5,0.03,31.7
Tomate frito,https://es.openfoodfacts.org/producto/8480000171320/tomate-frito-hacendado,Tomate frito,,,,400.0,g,"Meal sauces, Salsas de tomate, Salsas de tomate frito, en:Groceries",,Hacendado,Mercadona,"Sin gluten, FSC, FSC Mixto, Punto Verde, Hecho en España",,,77.0,322.0,3.5,0.3,9.5,6.9,1.5,0.982,
Tortillas de trigo integrales,https://es.openfoodfacts.org/producto/8480000809421/tortillas-de-trigo-integrales-hacendado,Tortillas integrales de trigo,,,,360.0,g,"Wheat flatbreads, Panes integrales",Gluten,Hacendado,Mercadona,"Fuente de fibra alimentaria, Punto Verde, Rico en fibra, Sin lactosa, Con aceite de girasol",,,271.0,1132.0,5.8,1.9,41.0,2.1,9.3,1.5,8.5
Pan fibra y sésamo,https://es.openfoodfacts.org/producto/8710445020878/pan-fibra-y-sesamo-hacendado,,,,,250.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes","Gluten, Granos de sésamo, Soja",HACENDADO,Mercadona,"Vegetariano, Fuente de fibra alimentaria, Vegano, Punto Verde",,,391.0,1645.0,7.6,1.1,60.1,3.0,13.0,1.13,24.7
Avena crunchy,https://es.openfoodfacts.org/producto/8480000156112/avena-crunchy-hacendado,Cereales de 85 % avena integral y bajo contenido en azúcar,,,,400.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Cereales y derivados, Cereales para el desayuno",Gluten,Hacendado,Mercadona,"ecoponto-amarelo, pt:ecoponto-azul",,,390.0,1645.0,5.8,1.0,66.0,4.6,13.0,0.2,11.0
Nuez natural pelada,https://es.openfoodfacts.org/producto/8480000340245/nuez-natural-pelada-hacendado,Nueces sin cáscara,,,,200.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Semillas, Frutos de cáscara y derivados, Frutos de cáscara, Frutos de cáscara sin cáscara, Nueces",Frutos de cáscara,Hacendado,Mercadona,"Vegetariano, No recomendado para ciertas personas, Omega-3, Vegano, Punto Verde, No recomendado a niños menores de 3 años, Source of omega-3",,,716.0,2951.0,69.6,6.0,2.2,1.7,17.0,0.0,6.2
Hummus de garbanzos receta clásica,https://es.openfoodfacts.org/producto/8480000808585/hummus-de-garbanzos-receta-clasica-hacendado,Hummus de garbanzos. Receta clásica,,,,240.0,g,"Classic hummus, en:Groceries",Granos de sésamo,Hacendado,Mercadona,"Sin gluten, Vegetariano, Fuente de fibra alimentaria, Vegano, 100% vegetal, Punto Verde, Rico en fibra",,,311.0,1301.0,25.8,3.3,11.1,0.1,6.0,0.855,8.0
Bebida de Avena,https://es.openfoodfacts.org/producto/8423352861402/bebida-de-avena-alitey,Bebida de Avena UHT,,,,1000.0,ml,"Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas no azucaradas, Bebidas de avena, en:UHT oat based drinks",Avena,Alitey,Mercadona,"Sin gluten, Producto pasteurizado, 100% vegetal, FSC, FSC Mixto, Punto Verde, Recicla amarillo",,,47.0,198.0,0.7,0.1,8.2,5.4,1.6,0.03,0.7
Trigo Espelta Crackers,https://es.openfoodfacts.org/producto/8710482532303/trigo-espelta-crackers-bachman,Crackers Elaborados con Trigo Espelta,,,,240.0,g,Crispbreads,Gluten,Bachman,Mercadona,"Punto Verde, Recicla amarillo, Recicla azul",,,440.0,1844.0,14.0,1.4,56.0,3.8,15.0,1.0,14.0
Queso de Burgos,https://es.openfoodfacts.org/producto/01415490/queso-de-burgos-queso-de-burgos-hacendado,,,,,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco",,Queso de Burgos Hacendado,,,,,164.0,682.0,11.5,8.1,4.2,4.2,10.9,0.95,0.0
Almendra,https://es.openfoodfacts.org/producto/8480000239266/almendra-hacendado,"Bebida de Almendras, UHT",,,,1000.0,ml,"Dairy substitutes, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Leches de frutos de cáscara, Productos pasteurizados, Bebidas no azucaradas, Leches de almendras",Frutos de cáscara,Hacendado,Mercadona,"Bajo o sin azúcar, Sin edulcorantes artificiales, Producto pasteurizado, Punto Verde, Sin azúcar, Recicla amarillo",,,16.0,64.0,1.5,0.3,0.0,0.0,0.5,0.08,0.0
Pan de molde con 52% centeno,https://es.openfoodfacts.org/producto/8480000823021/pan-de-molde-con-52-centeno-hacendado,Pan de molde,,,,720.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes especiales, Panes de molde",Gluten,Hacendado,Mercadona,"Fuente de fibra alimentaria, Punto Verde, Rico en fibra, Sin azúcares añadidos, Sin lactosa, Recicla-amarillo",,,265.0,1109.0,7.8,1.0,35.0,2.1,10.0,1.3,7.5
Caldo casero de pollo,https://es.openfoodfacts.org/producto/8410300349051/caldo-casero-de-pollo-gallina-blanca,,,,,1000.0,ml,Liquid chicken broths,"Apio, Huevos",Gallina Blanca,"WALMART, Ahorramas, Consum","Bajo o sin grasas, Bajo en grasas, Sin gluten, Sin conservantes, 100% natural, FSC, FSC Mixto, Punto Verde",,,5.0,21.0,0.3,0.0,0.2,0.1,0.4,0.75,0.0
"Muesli con quinoa, chía y chocolate negro",https://es.openfoodfacts.org/producto/8480000095367/muesli-con-quinoa-chia-y-chocolate-negro-hacendado,,,,,400.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Cereales y derivados, Cereales para el desayuno, Cereales de chocolate, Muesli, Mueslis con chocolate","Gluten, Frutos de cáscara",Hacendado,Mercadona,Punto Verde,,,416.0,1748.0,13.0,4.3,60.0,18.0,9.8,0.11,10.0
Tortitas de maíz,https://es.openfoodfacts.org/producto/8480000141583/tortitas-de-maiz-hacendado,,,,,120.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Tortitas de cereales, Tortitas de maíz",,Hacendado,Mercadona,"Sin gluten, Punto Verde",,,368.0,1562.0,1.8,0.4,80.0,1.0,7.5,0.7,1.0
Corn Flakes 0% azúcares añadidos,https://es.openfoodfacts.org/producto/8480000229663/corn-flakes-0-azucares-anadidos-hacendado,,,,,,,"Extruded cereals, en:Extruded flakes, Copos de maíz tostado",,Hacendado,Mercadona,Punto Verde,,,373.0,1583.0,1.1,0.4,82.0,0.9,6.7,1.0,4.4
Pan espelta integral,https://es.openfoodfacts.org/producto/8480000864673/pan-espelta-integral-hacendado,,,,,400.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde",Gluten,Hacendado,"Hacendado  Mercadona, Mercadona","Vegetariano, Vegano, Punto Verde, Sin lactosa",,,273.0,1151.0,3.8,0.7,45.4,4.92,10.2,1.37,6.48
Avena Crunchy Cacao,https://es.openfoodfacts.org/producto/8402001015205/avena-crunchy-cacao-hacendado,Anillos de Cereales Extrusionados de Cacao,,,,400.0,g,Extruded cereals,"Gluten, Avena",Hacendado,Mercadona,"Fuente de fibra alimentaria, Rico en fibra, Recicla amarillo, Recicla azul",,,393.0,1656.0,6.4,1.6,65.0,9.0,13.0,0.18,11.0
10 Tortillas Trigo,https://es.openfoodfacts.org/producto/8480000808592/10-tortillas-trigo-hacendado,Tortillas de Trigo,,,,360.0,g,Wheat flatbreads,Gluten,Hacendado,Mercadona,"No volver a congelar, Punto Verde, Recicla amarillo",,,294.0,1230.0,5.83,1.94,50.0,1.67,8.33,1.6,4.44
Coca-Cola zero azúcar,https://es.openfoodfacts.org/producto/5449000131805/coca-cola-zero-azucar,"Bebida refrescante aromatizada, con edulcorantes",,,,330.0,ml,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas carbonatadas, Bebidas endulzadas artificialmente, Sodas, Bebidas light, Bebidas de cola, Sodas light, Bebida de cola light",,Coca-Cola,"Carrefour, Mercadona, Spar, Amazon, Billa","Bajo o sin azúcar, Contiene una fuente de fenilalanina, Punto Verde, Hecho en Francia, Hecho en la UE, Sin azúcares añadidos, Sin azúcar, Con edulcorantes, Recicla-amarillo",,,0.0,0.9,0.0,,0.0,,0.0,0.02,
Copos de trigo espelta integral 0%,https://es.openfoodfacts.org/producto/8480000095718/copos-de-trigo-espelta-integral-0-hacendado,Copos de Trigo Espelta Integral Extrusionados,,,,400.0,g,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Desayunos, Cereales y patatas, Cereales y derivados, Cereales para el desayuno, Copos, Copos de cereales",Gluten,Hacendado,Mercadona,Sin azúcares añadidos,,,364.0,1529.0,2.7,0.2,66.0,1.9,14.6,0.78,8.8
Tortitas de arroz y legumbres,https://es.openfoodfacts.org/producto/8480000864833/tortitas-de-arroz-y-legumbres-hacendado,,,,,,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Tortitas de cereales, Tortitas de arroz",,Hacendado,Mercadona,Sin gluten,,,366.0,1530.0,3.3,0.696,54.9,1.83,24.9,1.7,8.06
Yogur griego natural,https://es.openfoodfacts.org/producto/8480000205599/yogur-griego-natural-cendado,Yogur,,,,750.0,g,"Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales, Yogures estilo griego",Leche,CENDADO,Mercadona,"Sin gluten, Punto Verde",,,103.0,540.0,8.64,5.36,3.12,3.12,3.12,0.0,0.0
Pechuga de Pavo Cocida 92%,https://es.openfoodfacts.org/producto/8480000057105/pechuga-de-pavo-cocida-92-hacendado,,,,,200.0,g,"Productos a base de carne, Carnes, Aves, Pavo y sus productos, Pavo, Pechuga de pavo",,Hacendado,Mercadona,"Sin gluten, Punto Verde, Sin lactosa",,,89.0,372.0,1.3,0.5,0.0,,19.5,1.87,
Queso untar light,https://es.openfoodfacts.org/producto/8480000512239/queso-untar-light-hacendado,,,,,300.0,g,"Pâtes à tartiner, Quesos para untar",Leche,Hacendado,Mercadona,"Sin gluten, Punto Verde, Sin huevo",,,130.0,544.0,8.3,6.0,4.8,4.8,9.0,0.002,
Griego Ligero Natural,https://es.openfoodfacts.org/producto/8480000213587/griego-ligero-natural-hacendado,Yogur natural al estilo griego,,,,1000.0,g,"Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales, Yogures estilo griego, en:plain-greek-style-yogurts, en:Plain low-fat yogurts",Leche,Hacendado,Mercadona,"Bajo o sin grasas, Bajo en grasas, Reducido en grasas, Punto Verde, Recicla amarillo",,,60.0,251.0,2.0,,4.7,,5.8,,
Suave,https://es.openfoodfacts.org/producto/8480000512031/suave-hacendado,Queso Blanco Pasteurizado,,,,300.0,g,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Untables, Untables salados, Quesos de vaca, Queso fresco, Quesos pasteurizados, Quesos para untar",Leche,"Entrepinares , Hacendado",Mercadona,"Sin gluten, Producto pasteurizado, Punto Verde, Sin huevo",,,241.0,994.0,23.0,16.0,3.7,2.5,4.2,1.0,
Nachos,https://es.openfoodfacts.org/producto/8480000336408/nachos-hacendado,Producto de aperitivo frito de maíz,,,,150.0,g,"Chips and fries, Chips fritos, Patatas fritas de maíz",,Hacendado,Mercadona,"Sin gluten, Punto Verde, Con aceite de girasol",,,481.0,2013.0,22.0,2.3,61.0,3.1,8.2,0.492,6.3
Queso fresco cottage,https://es.openfoodfacts.org/producto/8480000609632/queso-fresco-cottage-hacendado,Queso fresco,,,,200.0,g,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco, Cottage",Leche,Hacendado,Mercadona,"Punto Verde, Recicla amarillo",,,99.0,415.0,4.0,2.6,1.7,1.7,14.0,0.83,0.0
avena 0% azúcar,https://es.openfoodfacts.org/producto/8402001014581/avena-0-azucar-hacendado,,,,,1000.0,ml,"Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena",Gluten,Hacendado,Mercadona,Punto Verde,,,35.0,148.0,1.4,0.2,4.7,0.0,0.7,0.1,0.5
Digestive 0%,https://es.openfoodfacts.org/producto/8402001013140/digestive-0-hacendado,,,,,400.0,g,"Biscuits and crackers, Galletas","Huevos, Gluten, Leche, Mostaza, Soja",Hacendado,Mercadona,Sin azúcares añadidos,,,500.0,2090.0,20.0,,62.0,,6.67,,
Ketchup,https://es.openfoodfacts.org/producto/8480000235794/ketchup-hacendado,Ketchup,,,,600.0,g,"Condimentos, Salsas, Salsas de tomate, Kétchups, Molhos, Molhos-de-tomate",,Hacendado,Mercadona,"Sin gluten, Punto Verde",,,115.0,488.0,0.0,0.0,27.0,20.5,1.3,1.8,
Tortilla con cebolla,https://es.openfoodfacts.org/producto/8480000808950/tortilla-con-cebolla-hacendado,,,,,600.0,g,"Comidas preparadas, Tortillas de patata",Huevos,Hacendado,Mercadona,Sin gluten,,,193.0,808.0,11.0,1.7,17.0,1.4,5.7,1.1,
Salsa de tomate zero sin azúcares añadidos,https://es.openfoodfacts.org/producto/8402001007033/salsa-de-tomate-zero-sin-azucares-anadidos-hacendado,,,,,600.0,g,Tomato Ketchup,,Hacendado,Mercadona,"Sin gluten, Punto Verde, Sin azúcares añadidos",,,83.0,353.0,0.0,0.0,17.8,5.6,1.7,1.7,
Atún claro en aceite de oliva,https://es.openfoodfacts.org/producto/8480000180025/atun-claro-en-aceite-de-oliva-hacendado,latas de atun,,,,,,"Fishes and their products, Conservas, Pescados, en:Fatty fishes, Conservas de pescado, Atunes, Atun en conserva, Atún en aceite, Atún en aceite de oliva, Atún claro en aceite de oliva",Pescado,Hacendado,Mercadona,Especie-protegida,,,245.0,1025.0,18.0,2.9,0.9,0.4,21.0,1.18,
Crema de cacahuete 100% crunchy,https://es.openfoodfacts.org/producto/8480000228369/crema-de-cacahuete-100-crunchy-hacendado,Crema de cacahuete cremosa con trozos,,,,500.0,g,Crunchy peanut butters,Cacahuetes,Hacendado,Mercadona,"Sin gluten, Punto Verde",,,608.0,2519.0,47.0,6.6,12.0,5.4,30.0,0.0,8.2
Havarti light,https://es.openfoodfacts.org/producto/8480000505460/havarti-light-hacendado,,,,,,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos daneses, Havarti",Leche,Hacendado,Mercadona,"Sin gluten, Sin conservantes, Fuente de calcio, Punto Verde, Fuente de calcio natural, Sin colorantes, Sin huevo, Recicla-amarillo",,,267.0,1117.0,17.0,4.808,1.6,,27.0,,
Tortitas Avena 6,https://es.openfoodfacts.org/producto/8480000805317/tortitas-avena-6-hacendado,,,,,360.0,g,tortillas avoine et blé,,HACENDADO,Mercadona,,,,287.0,1208.0,6.0,1.9,40.0,1.9,15.0,1.3,5.4
Chocolate negro 85% cacao,https://es.openfoodfacts.org/producto/8480000607225/chocolate-negro-85-cacao-hacendado,negro,,,,100.0,g,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros","Gluten, Leche, Soja",Hacendado,Mercadona,"Sin gluten, Punto Verde",,,597.0,2469.0,49.0,30.0,20.0,14.0,12.0,0.03,14.0
